,SourceID,TargetID
148785,RP3-329A5.8,MEMO1P1
148802,RP11-468O2.1,MEMO1P1
149113,RP11-53I6.4,MEMO1P1
149602,ILF3-AS1,RP11-568N6.1
149614,HEXA-AS1,RP11-568N6.1
149619,RP1-80N2.3,RP11-568N6.1
149640,CTD-2270P14.2,RP11-568N6.1
149644,RPSAP54,RP11-568N6.1
149661,CTB-176F20.3,RP11-568N6.1
149684,CTAGE8,RP11-568N6.1
149691,CTD-3105H18.14,RP11-568N6.1
149738,RP1-20N2.8,RP11-568N6.1
149754,RP11-439E19.10,RP11-568N6.1
149767,UTY,RP11-568N6.1
149775,RP3-329A5.8,RP11-568N6.1
149792,RP11-468O2.1,RP11-568N6.1
150103,RP11-53I6.4,RP11-568N6.1
150603,HEXA-AS1,ILF3-AS1
150608,RP1-80N2.3,ILF3-AS1
150629,CTD-2270P14.2,ILF3-AS1
150633,RPSAP54,ILF3-AS1
150650,CTB-176F20.3,ILF3-AS1
150673,CTAGE8,ILF3-AS1
150680,CTD-3105H18.14,ILF3-AS1
150727,RP1-20N2.8,ILF3-AS1
150743,RP11-439E19.10,ILF3-AS1
150756,UTY,ILF3-AS1
150764,RP3-329A5.8,ILF3-AS1
150781,RP11-468O2.1,ILF3-AS1
151092,RP11-53I6.4,ILF3-AS1
160748,RPL10P9,RP11-332H14.2
160804,C5AR2,RP11-332H14.2
162398,RP1-80N2.3,HEXA-AS1
162419,CTD-2270P14.2,HEXA-AS1
162423,RPSAP54,HEXA-AS1
162440,CTB-176F20.3,HEXA-AS1
162463,CTAGE8,HEXA-AS1
162470,CTD-3105H18.14,HEXA-AS1
162517,RP1-20N2.8,HEXA-AS1
162533,RP11-439E19.10,HEXA-AS1
162546,UTY,HEXA-AS1
162554,RP3-329A5.8,HEXA-AS1
162571,RP11-468O2.1,HEXA-AS1
162882,RP11-53I6.4,HEXA-AS1
165502,SULT1A4,JUND
167289,CTD-2270P14.2,RP1-80N2.3
167293,RPSAP54,RP1-80N2.3
167310,CTB-176F20.3,RP1-80N2.3
167333,CTAGE8,RP1-80N2.3
167340,CTD-3105H18.14,RP1-80N2.3
167387,RP1-20N2.8,RP1-80N2.3
167403,RP11-439E19.10,RP1-80N2.3
167416,UTY,RP1-80N2.3
167424,RP3-329A5.8,RP1-80N2.3
167441,RP11-468O2.1,RP1-80N2.3
167752,RP11-53I6.4,RP1-80N2.3
185916,RP11-455I9.1,TMEM203
187474,RPSAP54,CTD-2270P14.2
187491,CTB-176F20.3,CTD-2270P14.2
187514,CTAGE8,CTD-2270P14.2
187521,CTD-3105H18.14,CTD-2270P14.2
187568,RP1-20N2.8,CTD-2270P14.2
187584,RP11-439E19.10,CTD-2270P14.2
187597,UTY,CTD-2270P14.2
187605,RP3-329A5.8,CTD-2270P14.2
187622,RP11-468O2.1,CTD-2270P14.2
187933,RP11-53I6.4,CTD-2270P14.2
190621,CCR4,CCR5
191285,CTB-176F20.3,RPSAP54
191308,CTAGE8,RPSAP54
191315,CTD-3105H18.14,RPSAP54
191362,RP1-20N2.8,RPSAP54
191378,RP11-439E19.10,RPSAP54
191391,UTY,RPSAP54
191399,RP3-329A5.8,RPSAP54
191416,RP11-468O2.1,RPSAP54
191727,RP11-53I6.4,RPSAP54
192659,CTB-113D17.1,URGCP-MRPS24
196942,RP11-231C14.7,RPL10P16
199256,RP11-33O4.2,SNORA54
207254,CTAGE8,CTB-176F20.3
207261,CTD-3105H18.14,CTB-176F20.3
207308,RP1-20N2.8,CTB-176F20.3
207324,RP11-439E19.10,CTB-176F20.3
207337,UTY,CTB-176F20.3
207345,RP3-329A5.8,CTB-176F20.3
207362,RP11-468O2.1,CTB-176F20.3
207673,RP11-53I6.4,CTB-176F20.3
212316,CTD-3105H18.4,RNF113A
215144,SPX,RP11-294J22.7
215988,S1PR1,CTAGE4
228375,CTD-3105H18.14,CTAGE8
228422,RP1-20N2.8,CTAGE8
228438,RP11-439E19.10,CTAGE8
228451,UTY,CTAGE8
228459,RP3-329A5.8,CTAGE8
228476,RP11-468O2.1,CTAGE8
228787,RP11-53I6.4,CTAGE8
234743,RP1-20N2.8,CTD-3105H18.14
234759,RP11-439E19.10,CTD-3105H18.14
234772,UTY,CTD-3105H18.14
234780,RP3-329A5.8,CTD-3105H18.14
234797,RP11-468O2.1,CTD-3105H18.14
235108,RP11-53I6.4,CTD-3105H18.14
236526,NUS1P1,CLDN23
238321,RP11-357N13.6,CENPCP1
273065,RP11-26J3.4,PCDHGA10
275931,RP11-439E19.10,RP1-20N2.8
275944,UTY,RP1-20N2.8
275952,RP3-329A5.8,RP1-20N2.8
275969,RP11-468O2.1,RP1-20N2.8
276280,RP11-53I6.4,RP1-20N2.8
288807,ZBED6CL,RP4-647J21.1
289178,SLC44A5,RP4-647J21.1
289456,UTY,RP11-439E19.10
289464,RP3-329A5.8,RP11-439E19.10
289481,RP11-468O2.1,RP11-439E19.10
289792,RP11-53I6.4,RP11-439E19.10
300254,RP3-329A5.8,UTY
300271,RP11-468O2.1,UTY
300582,RP11-53I6.4,UTY
306827,RP11-468O2.1,RP3-329A5.8
307138,RP11-53I6.4,RP3-329A5.8
319452,AC091814.2,RP3-467N11.1
320857,RP11-53I6.4,RP11-468O2.1
323278,PMF1-BGLAP,RP11-429P3.8
324196,RP11-153M7.3,USP9Y
325879,RP11-59D5__B.2,SULT1A4
330570,RP11-26J3.4,RP5-1148A21.3
333246,POLR2J2,FABP5P7
335872,APOBEC3B,ZNF646
347184,HNRNPA1P35,RP11-701H24.4
396493,TMEM176B,EIF1AY
410725,FAM3C2,RP11-723J4.3
415898,HIST1H2BG,ITPRIPL2
417424,C5AR2,RPL10P9
439104,ZC3H10,AC083843.4
439846,CCL8,PCDHGA11
458128,GLRX5,BCDIN3D
458271,GEMIN4,BCDIN3D
463441,HIST4H4,NEDD8-MDP1
467056,AC068533.7,LL22NC03-2H8.5
472485,RP3-368A4.5,TNRC6C-AS1
483387,RP11-59D5__B.2,SCARNA6
485347,RP11-2E11.6,CTD-2636A23.2
488987,RBAK,CXCR5
496241,S100A6,AC007036.5
496258,TRAV12-3,AC007036.5
496296,UGT2B28,AC007036.5
496336,IGKV1-17,AC007036.5
496355,CCR1,AC007036.5
496381,PTAFR,AC007036.5
496402,S100B,AC007036.5
496517,FBXO34,AC007036.5
502088,TRAV12-3,S100A6
502089,TSEN34,S100A6
502126,UGT2B28,S100A6
502166,IGKV1-17,S100A6
502185,CCR1,S100A6
502211,PTAFR,S100A6
502232,S100B,S100A6
502273,LCMT1-AS2,S100A6
502347,FBXO34,S100A6
505439,RP5-864K19.7,SLC12A1
510898,UGT2B28,TRAV12-3
510957,CCR1,TRAV12-3
510983,PTAFR,TRAV12-3
511004,S100B,TRAV12-3
511076,THNSL2,TRAV12-3
511119,FBXO34,TRAV12-3
511464,CCR1,TSEN34
523464,RABIF,UTS2
529501,IGKV1-17,UGT2B28
529520,CCR1,UGT2B28
529546,PTAFR,UGT2B28
529608,LCMT1-AS2,UGT2B28
532741,IGKV1D-33,THAP11
537990,PTGDR2,IGKV1D-33
538010,POP7,IGKV1D-33
547500,CCR1,IGKV1-17
547526,PTAFR,IGKV1-17
547547,S100B,IGKV1-17
547588,LCMT1-AS2,IGKV1-17
553712,CTB-63M22.1,AF127936.9
555506,PTAFR,CCR1
555527,S100B,CCR1
555642,FBXO34,CCR1
556670,AC005523.2,ARMCX3
560506,RP11-59D5__B.2,MYOM2
561831,RP5-890E16.2,CHKB-CPT1B
566618,RP11-1H8.5,TRAV13-1
569486,RP11-803D5.1,RP3-331H24.5
573757,LCMT1-AS2,S100B
582306,POP7,PSPHP1
584961,RP11-59D5__B.2,MYCL
585395,B3GALT6,PI3
585917,CNBD2,RP11-463O12.5
593817,CNBD2,CCR9
594727,RP11-335G20.7,RP1-152L7.5
602496,FBXO34,RP11-762I7.5
604910,CTD-2574D22.4,SLC44A5
612360,CPPED1,PYCARD
616336,DCTPP1,TRAV12-1
618929,EBLN3P,TWF1P1
619941,RP5-890E16.2,KB-1460A1.5
626182,MBNL1-AS1,HIGD2A
631020,CFB,ZFP36L1
634382,BCL11B,KCTD14
634582,LINC00957,RP5-890E16.2
